row_index	gene
13593	TDRD3
13594	PCDH20
13595	PCDH9
13596	LINC00348
13597	DACH1
13598	MZT1
13599	BORA
13600	DIS3
13601	PIBF1
13602	KLF5
13603	KLF12
13604	LINC00402
13605	TBC1D4
13606	COMMD6
13607	UCHL3
13608	LMO7-AS1
13609	LMO7
13610	LMO7DN
13611	KCTD12
13612	AC000403.1
13613	CLN5
13614	AC001226.2
13615	FBXL3
13616	MYCBP2
13617	SLAIN1
13618	EDNRB
13619	RNF219-AS1
13620	POU4F1
13621	RNF219
13622	RBM26
13623	RBM26-AS1
13624	NDFIP2
13625	LINC01068
13626	SPRY2
13627	SLITRK6
13628	GPC5
13629	GPC5-AS1
13630	AL354811.1
13631	GPC6
13632	TGDS
13633	GPR180
13634	SOX21
13635	SOX21-AS1
13636	ABCC4
13637	CLDN10
13638	DZIP1
13639	DNAJC3-DT
13640	DNAJC3
13641	UGGT2
13642	HS6ST3
13643	OXGR1
13644	MBNL2
13645	RAP2A
13646	IPO5
13647	FARP1
13648	FARP1-AS1
13649	STK24
13650	STK24-AS1
13651	SLC15A1
13652	DOCK9
13653	DOCK9-DT
13654	UBAC2-AS1
13655	UBAC2
13656	GPR18
13657	GPR183
13658	TM9SF2
13659	CLYBL
13660	AL355338.1
13661	PCCA
13662	GGACT
13663	AL136526.1
13664	TMTC4
13665	NALCN
13666	ITGBL1
13667	FGF14
13668	FGF14-AS2
13669	AL158063.1
13670	TPP2
13671	CCDC168
13672	TEX30
13673	KDELC1
13674	BIVM
13675	ERCC5
13676	LINC00460
13677	EFNB2
13678	AL138689.2
13679	ARGLU1
13680	LINC00551
13681	FAM155A
13682	LIG4
13683	ABHD13
13684	TNFSF13B
13685	MYO16
13686	IRS2
13687	AL355974.2
13688	COL4A1
13689	COL4A2
13690	RAB20
13691	AL139385.1
13692	NAXD
13693	CARS2
13694	ING1
13695	LINC00346
13696	ANKRD10
13697	AL442128.2
13698	ARHGEF7
13699	TUBGCP3
13700	AL139384.2
13701	AL139384.1
13702	ATP11A
13703	MCF2L
13704	AL356740.1
13705	MCF2L-AS1
13706	F7
13707	F10
13708	AL137002.2
13709	PROZ
13710	PCID2
13711	CUL4A
13712	LAMP1
13713	GRTP1
13714	GRTP1-AS1
13715	ADPRHL1
13716	DCUN1D2
13717	TMCO3
13718	TFDP1
13719	ATP4B
13720	TMEM255B
13721	GAS6-AS1
13722	GAS6
13723	GAS6-DT
13724	LINC00565
13725	C13ORF46
13726	RASA3
13727	CFAP97D2
13728	CDC16
13729	UPF3A
13730	CHAMP1
13731	TTC5
13732	AL356019.2
13733	CCNB1IP1
13734	AL355075.4
13735	PARP2
13736	TEP1
13737	KLHL33
13738	OSGEP
13739	APEX1
13740	PIP4P1
13741	PNP
13742	AL355075.3
13743	RNASE10
13744	AL163195.2
13745	RNASE4
13746	ANG
13747	AL163636.2
13748	RNASE6
13749	RNASE1
13750	RNASE2
13751	METTL17
13752	AL355922.2
13753	NDRG2
13754	TPPP2
13755	AL161668.3
13756	ARHGEF40
13757	ZNF219
13758	TMEM253
13759	OR5AU1
13760	HNRNPC
13761	RPGRIP1
13762	SUPT16H
13763	AL135744.1
13764	CHD8
13765	RAB2B
13766	TOX4
13767	METTL3
13768	SALL2
13769	TRAV1-1
13770	TRAV1-2
13771	TRAV2
13772	TRAV3
13773	TRAV4
13774	TRAV5
13775	TRAV6
13776	TRAV8-1
13777	TRAV10
13778	TRAV12-1
13779	TRAV8-2
13780	TRAV8-3
13781	TRAV13-1
13782	TRAV12-2
13783	TRAV8-4
13784	TRAV8-5
13785	TRAV13-2
13786	TRAV14DV4
13787	TRAV9-2
13788	TRAV12-3
13789	TRAV8-6
13790	TRAV16
13791	TRAV17
13792	TRAV18
13793	TRAV19
13794	TRAV20
13795	TRAV21
13796	TRAV22
13797	TRAV23DV6
13798	TRDV1
13799	TRAV24
13800	TRAV25
13801	TRAV26-1
13802	TRAV27
13803	TRAV29DV5
13804	TRAV30
13805	TRAV26-2
13806	TRAV34
13807	TRAV38-2DV8
13808	TRDC
13809	TRAJ38
13810	TRAC
13811	LINC02332
13812	AC243965.1
13813	DAD1
13814	AC243965.2
13815	ABHD4
13816	OXA1L
13817	SLC7A7
13818	MRPL52
13819	MMP14
13820	LRP10
13821	REM2
13822	RBM23
13823	PRMT5-AS1
13824	PRMT5
13825	AL132780.1
13826	HAUS4
13827	AJUBA
13828	AL132780.2
13829	C14ORF93
13830	PSMB5
13831	CDH24
13832	ACIN1
13833	C14ORF119
13834	CEBPE
13835	SLC7A8
13836	RNF212B
13837	HOMEZ
13838	PPP1R3E
13839	BCL2L2
13840	PABPN1
13841	SLC22A17
13842	EFS
13843	CMTM5
13844	NGDN
13845	ZFHX2
13846	THTPA
13847	AP1G2
13848	AL135999.1
13849	JPH4
13850	AL135999.3
13851	DHRS2
13852	DHRS4-AS1
13853	DHRS4
13854	DHRS4L2
13855	CARMIL3
13856	CPNE6
13857	NRL
13858	PCK2
13859	DCAF11
13860	FITM1
13861	PSME1
13862	EMC9
13863	AL136295.2
13864	PSME2
13865	RNF31
13866	AL136295.5
13867	IRF9
13868	REC8
13869	IPO4
13870	TM9SF1
13871	AL136295.6
13872	TSSK4
13873	CHMP4A
13874	MDP1
13875	NEDD8-MDP1
13876	NEDD8
13877	GMPR2
13878	TINF2
13879	TGM1
13880	RABGGTA
13881	DHRS1
13882	NOP9
13883	CIDEB
13884	LTB4R2
13885	LTB4R
13886	ADCY4
13887	RIPK3
13888	NFATC4
13889	NYNRIN
13890	CBLN3
13891	KHNYN
13892	SDR39U1
13893	CTSG
13894	GZMH
13895	GZMB
13896	STXBP6
13897	NOVA1
13898	PRKD1
13899	G2E3
13900	SCFD1
13901	COCH
13902	AL049830.3
13903	STRN3
13904	AP4S1
13905	HECTD1
13906	HEATR5A
13907	AL139353.1
13908	AL139353.2
13909	DTD2
13910	NUBPL
13911	AL163973.2
13912	LINC02313
13913	ARHGAP5-AS1
13914	ARHGAP5
13915	AKAP6
13916	NPAS3
13917	EGLN3
13918	SPTSSA
13919	EAPP
13920	AL445363.1
13921	AL445363.2
13922	SNX6
13923	CFL2
13924	BAZ1A
13925	AL121603.2
13926	SRP54
13927	FAM177A1
13928	PPP2R3C
13929	KIAA0391
13930	AL121594.1
13931	PSMA6
13932	AL133163.2
13933	NFKBIA
13934	RALGAPA1
13935	AL162311.3
13936	BRMS1L
13937	AL162511.1
13938	MBIP
13939	NKX2-8
13940	SLC25A21
13941	SLC25A21-AS1
13942	MIPOL1
13943	AL121790.1
13944	FOXA1
13945	TTC6
13946	SSTR1
13947	CLEC14A
13948	LINC00639
13949	SEC23A
13950	SEC23A-AS1
13951	GEMIN2
13952	TRAPPC6B
13953	PNN
13954	MIA2
13955	AL132639.2
13956	FBXO33
13957	AL121821.1
13958	LRFN5
13959	C14ORF28
13960	AL049870.3
13961	KLHL28
13962	TOGARAM1
13963	PRPF39
13964	FKBP3
13965	FANCM
13966	MIS18BP1
13967	MDGA2
13968	RPS29
13969	LRR1
13970	RPL36AL
13971	MGAT2
13972	AL139099.1
13973	DNAAF2
13974	POLE2
13975	KLHDC1
13976	KLHDC2
13977	NEMF
13978	AL627171.2
13979	AL627171.1
13980	ARF6
13981	LINC01588
13982	VCPKMT
13983	SOS2
13984	L2HGDH
13985	ATP5S
13986	AL359397.2
13987	CDKL1
13988	AL359397.1
13989	MAP4K5
13990	ATL1
13991	SAV1
13992	NIN
13993	PYGL
13994	TRIM9
13995	TMX1
13996	FRMD6
13997	FRMD6-AS1
13998	GNG2
13999	AL358333.3
14000	RTRAF
14001	NID2
14002	PTGDR
14003	PTGER2
14004	TXNDC16
14005	GPR137C
14006	ERO1A
14007	PSMC6
14008	STYX
14009	GNPNAT1
14010	AL139317.3
14011	FERMT2
14012	DDHD1
14013	AL356020.1
14014	BMP4
14015	CDKN3
14016	CNIH1
14017	GMFB
14018	CGRRF1
14019	SAMD4A
14020	GCH1
14021	WDHD1
14022	SOCS4
14023	MAPK1IP1L
14024	LGALS3
14025	DLGAP5
14026	FBXO34
14027	ATG14
14028	KTN1-AS1
14029	KTN1
14030	AL138995.1
14031	PELI2
14032	AL355073.2
14033	LINC02284
14034	TMEM260
14035	EXOC5
14036	AP5M1
14037	NAA30
14038	ARMH4
14039	ACTR10
14040	PSMA3
14041	PSMA3-AS1
14042	ARID4A
14043	TOMM20L
14044	TIMM9
14045	KIAA0586
14046	DACT1
14047	DAAM1
14048	GPR135
14049	L3HYPDH
14050	JKAMP
14051	RTN1
14052	PCNX4
14053	DHRS7
14054	PPM1A
14055	SIX1
14056	SIX4
14057	MNAT1
14058	TRMT5
14059	SLC38A6
14060	PRKCH
14061	TMEM30B
14062	AL359220.1
14063	AL355916.1
14064	HIF1A
14065	HIF1A-AS2
14066	SNAPC1
14067	SYT16
14068	RHOJ
14069	PPP2R5E
14070	AL136038.3
14071	WDR89
14072	AL136038.2
14073	AL136038.5
14074	SGPP1
14075	SYNE2
14076	ESR2
14077	AL161756.1
14078	MTHFD1
14079	AL122035.1
14080	ZBTB25
14081	AKAP5
14082	ZBTB1
14083	AL049869.3
14084	HSPA2
14085	PPP1R36
14086	PLEKHG3
14087	SPTB
14088	CHURC1
14089	GPX2
14090	RAB15
14091	FNTB
14092	MAX
14093	AL355076.2
14094	FUT8
14095	FUT8-AS1
14096	AL359232.1
14097	CCDC196
14098	GPHN
14099	FAM71D
14100	MPP5
14101	ATP6V1D
14102	EIF2S1
14103	PLEK2
14104	TMEM229B
14105	PLEKHH1
14106	PIGH
14107	ARG2
14108	VTI1B
14109	RDH11
14110	RDH12
14111	ZFYVE26
14112	RAD51B
14113	AL133370.1
14114	AL121820.2
14115	ZFP36L1
14116	ACTN1
14117	ACTN1-AS1
14118	DCAF5
14119	AL359317.2
14120	EXD2
14121	GALNT16
14122	ERH
14123	SLC39A9
14124	SUSD6
14125	SRSF5
14126	SLC10A1
14127	SMOC1
14128	SLC8A3
14129	AL160191.1
14130	AL356804.1
14131	COX16
14132	SYNJ2BP-COX16
14133	SYNJ2BP
14134	ADAM20
14135	MED6
14136	TTC9
14137	LINC01269
14138	MAP3K9
14139	AC004816.1
14140	AC004816.2
14141	AC004825.2
14142	PCNX1
14143	AC004817.3
14144	AC005476.2
14145	SIPA1L1
14146	RGS6
14147	DPF3
14148	DCAF4
14149	ZFYVE1
14150	AL442663.3
14151	RBM25
14152	PSEN1
14153	PAPLN
14154	AC004846.1
14155	AC004846.2
14156	NUMB
14157	AC005280.2
14158	HEATR4
14159	RIOX1
14160	ACOT1
14161	ACOT2
14162	ACOT4
14163	AC005225.2
14164	DNAL1
14165	PNMA1
14166	ELMSAN1
14167	AC005520.2
14168	PTGR2
14169	ZNF410
14170	AC005480.1
14171	FAM161B
14172	COQ6
14173	ENTPD5
14174	BBOF1
14175	ALDH6A1
14176	LIN52
14177	ABCD4
14178	NPC2
14179	ISCA2
14180	LTBP2
14181	AREL1
14182	FCF1
14183	YLPM1
14184	PROX2
14185	DLST
14186	RPS6KL1
14187	PGF
14188	EIF2B2
14189	AL049780.1
14190	MLH3
14191	ACYP1
14192	ZC2HC1C
14193	NEK9
14194	AL049780.2
14195	TMED10
14196	AL691403.2
14197	AF111167.1
14198	FOS
14199	LINC01220
14200	AF111167.2
14201	JDP2
14202	BATF
14203	AC007182.1
14204	FLVCR2
14205	TTLL5
14206	ERG28
14207	IFT43
14208	TGFB3
14209	GPATCH2L
14210	ESRRB
14211	AC008050.1
14212	VASH1
14213	AF111169.3
14214	VASH1-AS1
14215	ANGEL1
14216	IRF2BPL
14217	AC007686.3
14218	LINC02289
14219	CIPC
14220	TMEM63C
14221	ZDHHC22
14222	POMT2
14223	GSTZ1
14224	TMED8
14225	SAMD15
14226	NOXRED1
14227	VIPAS39
14228	AHSA1
14229	SPTLC2
14230	ALKBH1
14231	SLIRP
14232	SNW1
14233	ADCK1
14234	NRXN3
14235	DIO2
14236	CEP128
14237	TSHR
14238	AC007262.2
14239	GTF2A1
14240	AL136040.1
14241	STON2
14242	SEL1L
14243	LINC01467
14244	AL049775.3
14245	FLRT2
14246	LINC02328
14247	GALC
14248	GPR65
14249	LINC01146
14250	KCNK10
14251	SPATA7
14252	PTPN21
14253	AL162171.1
14254	ZC3H14
14255	EML5
14256	TTC8
14257	FOXN3
14258	FOXN3-AS1
14259	AL137230.1
14260	EFCAB11
14261	TDP1
14262	PSMC1
14263	NRDE2
14264	AL512791.2
14265	CALM1
14266	LINC00642
14267	TTC7B
14268	RPS6KA5
14269	DGLUCY
14270	GPR68
14271	AL135818.2
14272	CCDC88C
14273	PPP4R3A
14274	CATSPERB
14275	TC2N
14276	FBLN5
14277	TRIP11
14278	ATXN3
14279	NDUFB1
14280	CPSF2
14281	SLC24A4
14282	RIN3
14283	LGMN
14284	GOLGA5
14285	AL117192.1
14286	LINC02287
14287	CHGA
14288	ITPK1
14289	MOAP1
14290	TMEM251
14291	GON7
14292	UBR7
14293	BTBD7
14294	UNC79
14295	PRIMA1
14296	ASB2
14297	OTUB2
14298	DDX24
14299	IFI27L1
14300	IFI27
14301	IFI27L2
14302	PPP4R4
14303	SERPINA10
14304	SERPINA6
14305	SERPINA1
14306	SERPINA4
14307	SERPINA5
14308	SERPINA3
14309	GSC
14310	LINC02279
14311	DICER1
14312	DICER1-AS1
14313	CLMN
14314	SYNE3
14315	AL133467.1
14316	SNHG10
14317	GLRX5
14318	TUNAR
14319	C14ORF132
14320	BDKRB2
14321	BDKRB1
14322	AL355102.4
14323	ATG2B
14324	GSKIP
14325	AK7
14326	AL163051.1
14327	PAPOLA
14328	AL137786.1
14329	VRK1
14330	LINC02325
14331	LINC01550
14332	BCL11B
14333	SETD3
14334	CCNK
14335	CCDC85C
14336	AL160313.1
14337	HHIPL1
14338	CYP46A1
14339	EML1
14340	EVL
14341	DEGS2
14342	AL133523.1
14343	YY1
14344	SLC25A29
14345	SLC25A47
14346	WARS
14347	WDR25
14348	BEGAIN
14349	MEG3
14350	MEG8
14351	MEG9
14352	LINC02285
14353	DIO3OS
14354	DIO3
14355	LINC00239
14356	PPP2R5C
14357	AL137779.2
14358	AL118558.3
14359	AL118558.4
14360	DYNC1H1
14361	HSP90AA1
14362	WDR20
14363	MOK
14364	ZNF839
14365	CINP
14366	TECPR2
14367	ANKRD9
14368	LINC02323
14369	RCOR1
14370	TRAF3
14371	AMN
14372	CDC42BPB
14373	AL117209.1
14374	EXOC3L4
14375	TNFAIP2
14376	LINC00605
14377	AL161669.3
14378	AL138976.2
14379	EIF5
14380	MARK3
14381	CKB
14382	AL133367.1
14383	TRMT61A
14384	BAG5
14385	KLC1
14386	APOPT1
14387	AL049840.1
14388	AL049840.2
14389	XRCC3
14390	ZFYVE21
14391	PPP1R13B
14392	ATP5MPL
14393	TDRD9
14394	ASPG
14395	KIF26A
14396	AL590079.1
14397	TMEM179
14398	C14ORF180
14399	LINC02280
14400	AL583722.1
14401	INF2
14402	AL583722.4
14403	ADSSL1
14404	SIVA1
14405	AKT1
14406	ZBTB42
14407	LINC00638
14408	AL583810.1
14409	CEP170B
14410	PLD4
14411	AHNAK2
14412	CLBA1
14413	CDCA4
14414	GPR132
14415	LINC02298
14416	JAG2
14417	NUDT14
14418	BRF1
14419	BTBD6
14420	PACS2
14421	TEX22
14422	AL928654.1
14423	MTA1
14424	CRIP2
14425	CRIP1
14426	AL928654.3
14427	TEDC1
14428	TMEM121
14429	IGHA2
14430	IGHG4
14431	IGHG2
14432	IGHGP
14433	IGHA1
14434	IGHG1
14435	IGHG3
14436	IGHM
14437	IGHJ6
14438	IGHJ5
14439	IGHJ4
14440	IGHJ3
14441	IGHJ2
14442	AC246787.2
14443	FAM30A
14444	IGHV6-1
14445	IGHV1-2
14446	IGHV1-3
14447	IGHV4-4
14448	IGHV7-4-1
14449	IGHV2-5
14450	IGHV3-7
14451	IGHV3-64D
14452	IGHV5-10-1
14453	IGHV3-11
14454	IGHV3-13
14455	IGHV3-15
14456	IGHV1-18
14457	IGHV3-20
14458	IGHV3-21
14459	IGHV3-22
14460	IGHV3-23
14461	IGHV1-24
14462	IGHV4-28
14463	IGHV3-30
14464	IGHV4-31
14465	IGHV3-33
14466	IGHV4-34
14467	IGHV3-35
14468	IGHV4-39
14469	IGHV3-43
14470	IGHV1-46
14471	IGHV3-48
14472	IGHV3-49
14473	IGHV5-51
14474	IGHV3-53
14475	IGHV4-55
14476	IGHV4-59
14477	IGHV4-61
14478	IGHV3-64
14479	IGHV3-66
14480	IGHV1-67
14481	IGHV1-69
14482	IGHV3-69-1
14483	IGHV1-69D
14484	IGHV2-70
14485	IGHV3-71
14486	IGHV3-72
14487	IGHV3-73
14488	IGHV3-74
14489	IGHV5-78
14490	IGHV7-81
14491	AC068446.2
14492	NIPA1
14493	NIPA2
14494	CYFIP1
14495	TUBGCP5
14496	MAGEL2
14497	NDN
14498	SNRPN
14499	SNURF
14500	AC124312.1
14501	PWAR6
14502	AC124312.3
14503	UBE3A
14504	ATP10A
14505	GABRB3
14506	OCA2
14507	HERC2
14508	GOLGA8M
14509	AC055876.5
14510	APBA2
14511	FAM189A1
14512	NSMCE3
14513	AC022613.1
14514	TJP1
14515	AC022613.2
14516	AC111152.2
14517	CHRFAM7A
14518	GOLGA8R
14519	AC026150.1
14520	AC091057.3
14521	AC091057.2
14522	ARHGAP11B
14523	AC091057.6
14524	FAN1
14525	MTMR10
14526	TRPM1
14527	LINC02352
14528	AC012236.1
14529	KLF13
14530	OTUD7A
14531	CHRNA7
14532	LINC02256
14533	AC123768.4
14534	AC123768.3
14535	GOLGA8N
14536	AC123768.2
14537	ARHGAP11A
14538	SCG5
14539	GREM1
14540	FMN1
14541	RYR3
14542	AC010809.2
14543	AC010809.1
14544	AVEN
14545	EMC7
14546	PGBD4
14547	KATNBL1
14548	EMC4
14549	SLC12A6
14550	NOP10
14551	LPCAT4
14552	GOLGA8A
14553	GOLGA8B
14554	GJD2
14555	ACTC1
14556	AQR
14557	ZNF770
14558	DPH6
14559	DPH6-DT
14560	C15ORF41
14561	MEIS2
14562	AC078909.1
14563	TMCO5A
14564	LINC01852
14565	SPRED1
14566	FAM98B
14567	RASGRP1
14568	AC116158.1
14569	C15ORF53
14570	AC013652.1
14571	AC109630.1
14572	THBS1
14573	AC037198.2
14574	FSIP1
14575	AC023908.3
14576	GPR176
14577	AC012377.1
14578	EIF2AK4
14579	SRP14
14580	SRP14-AS1
14581	BMF
14582	BUB1B
14583	PAK6
14584	PLCB2
14585	INAFM2
14586	CCDC9B
14587	PHGR1
14588	DISP2
14589	KNSTRN
14590	IVD
14591	BAHD1
14592	CHST14
14593	CCDC32
14594	RPUSD2
14595	KNL1
14596	RAD51
14597	RMDN3
14598	GCHFR
14599	DNAJC17
14600	C15ORF62
14601	ZFYVE19
14602	PPP1R14D
14603	SPINT1-AS1
14604	SPINT1
14605	RHOV
14606	VPS18
14607	AC020661.1
14608	DLL4
14609	CHAC1
14610	INO80
14611	AC020661.3
14612	AC020661.2
14613	INO80-AS1
14614	EXD1
14615	CHP1
14616	OIP5
14617	NUSAP1
14618	NDUFAF1
14619	RTF1
14620	ITPKA
14621	LTK
14622	RPAP1
14623	TYRO3
14624	MGA
14625	MAPKBP1
14626	JMJD7
14627	JMJD7-PLA2G4B
14628	PLA2G4B
14629	SPTBN5
14630	AC020659.1
14631	EHD4
14632	EHD4-AS1
14633	PLA2G4E-AS1
14634	PLA2G4F
14635	VPS39
14636	TMEM87A
14637	GANC
14638	AC012651.1
14639	CAPN3
14640	ZNF106
14641	SNAP23
14642	AC018362.1
14643	LRRC57
14644	HAUS2
14645	AC018362.2
14646	STARD9
14647	CDAN1
14648	TTBK2
14649	AC090510.1
14650	UBR1
14651	TMEM62
14652	AC068724.1
14653	CCNDBP1
14654	LCMT2
14655	ADAL
14656	ZSCAN29
14657	TUBGCP4
14658	TP53BP1
14659	MAP1A
14660	PPIP5K1
14661	CKMT1B
14662	STRC
14663	CATSPER2
14664	CKMT1A
14665	PDIA3
14666	ELL3
14667	SERF2
14668	SERINC4
14669	HYPK
14670	MFAP1
14671	WDR76
14672	FRMD5
14673	CASC4
14674	CTDSPL2
14675	EIF3J-DT
14676	EIF3J
14677	SPG11
14678	PATL2
14679	B2M
14680	TRIM69
14681	AC122108.2
14682	SORD
14683	DUOX2
14684	DUOXA2
14685	DUOXA1
14686	DUOX1
14687	SHF
14688	AC051619.5
14689	SLC28A2
14690	GATM
14691	AC025580.3
14692	SPATA5L1
14693	C15ORF48
14694	AC025580.2
14695	SLC30A4
14696	AC090527.3
14697	BLOC1S6
14698	SQOR
14699	AC068722.2
14700	AC068722.1
14701	SEMA6D
14702	MYEF2
14703	AC023355.1
14704	DUT
14705	FBN1
14706	AC084757.3
14707	CEP152
14708	SHC4
14709	EID1
14710	SECISBP2L
14711	COPS2
14712	GALK2
14713	FAM227B
14714	AC022306.2
14715	FGF7
14716	DTWD1
14717	ATP8B4
14718	SLC27A2
14719	HDC
14720	GABPB1
14721	GABPB1-AS1
14722	USP8
14723	USP50
14724	TRPM7
14725	AC084756.1
14726	SPPL2A
14727	AP4E1
14728	TNFAIP8L3
14729	GLDN
14730	DMXL2
14731	AC066613.1
14732	SCG3
14733	LYSMD2
14734	TMOD2
14735	TMOD3
14736	LEO1
14737	MAPK6
14738	AC090970.2
14739	BCL2L10
14740	GNB5
14741	CERNA1
14742	MYO5C
14743	MYO5A
14744	ARPP19
14745	FAM214A
14746	WDR72
14747	RSL24D1
14748	RAB27A
14749	PIGBOS1
14750	PIGB
14751	CCPG1
14752	C15ORF65
14753	DNAAF4
14754	PYGO1
14755	PRTG
14756	NEDD4
14757	RFX7
14758	TEX9
14759	MNS1
14760	AC084782.3
14761	ZNF280D
14762	AC090517.4
14763	AC010999.2
14764	TCF12
14765	LINC00926
14766	CGNL1
14767	AC025271.4
14768	GCOM1
14769	MYZAP
14770	POLR2M
14771	AC090651.1
14772	ALDH1A2
14773	AQP9
14774	LIPC
14775	ADAM10
14776	AC090515.2
14777	MINDY2
14778	AC090515.4
14779	RNF111
14780	SLTM
14781	CCNB2
14782	AC092757.3
14783	MYO1E
14784	FAM81A
14785	GCNT3
14786	GTF2A2
14787	BNIP2
14788	AC092755.2
14789	ANXA2
14790	ICE2
14791	RORA-AS1
14792	RORA
14793	AC018618.1
14794	VPS13C
14795	AC104590.1
14796	C2CD4A
14797	C2CD4B
14798	AC032011.1
14799	TLN2
14800	AC103740.1
14801	TPM1
14802	TPM1-AS
14803	LACTB
14804	RPS27L
14805	RAB8B
14806	APH1B
14807	CA12
14808	AC007950.2
14809	USP3
14810	USP3-AS1
14811	FBXL22
14812	HERC1
14813	DAPK2
14814	FAM96A
14815	SNX1
14816	SNX22
14817	PPIB
14818	CSNK1G1
14819	PCLAF
14820	TRIP4
14821	ZNF609
14822	OAZ2
14823	AC100830.3
14824	AC100830.2
14825	AC100830.1
14826	RBPMS2
14827	PIF1
14828	PLEKHO2
14829	ANKDD1A
14830	AC103691.1
14831	SPG21
14832	MTFMT
14833	SLC51B
14834	RASL12
14835	UBAP1L
14836	PDCD7
14837	CLPX
14838	CILP
14839	PARP16
14840	IGDCC3
14841	IGDCC4
14842	DPP8
14843	HACD3
14844	INTS14
14845	SLC24A1
14846	AC011939.3
14847	DENND4A
14848	RAB11A
14849	MEGF11
14850	DIS3L
14851	AC055855.1
14852	TIPIN
14853	MAP2K1
14854	AC116913.1
14855	SNAPC5
14856	RPL4
14857	ZWILCH
14858	LINC01169
14859	SMAD6
14860	AC110048.2
14861	AC087482.1
14862	SMAD3
14863	AAGAB
14864	IQCH
14865	IQCH-AS1
14866	C15ORF61
14867	AC016355.1
14868	MAP2K5
14869	SKOR1
14870	PIAS1
14871	AC107871.1
14872	CALML4
14873	CLN6
14874	FEM1B
14875	ITGA11
14876	CORO2B
14877	ANP32A
14878	SPESP1
14879	NOX5
14880	GLCE
14881	PAQR5
14882	AC027237.3
14883	KIF23
14884	RPLP1
14885	DRAIC
14886	TLE3
14887	SALRNA2
14888	UACA
14889	LARP6
14890	LRRC49
14891	THAP10
14892	THSD4
14893	AC108861.1
14894	NR2E3
14895	AC104938.1
14896	MYO9A
14897	SENP8
14898	GRAMD2A
14899	PKM
14900	PARP6
14901	AC009690.2
14902	HEXA
14903	HEXA-AS1
14904	TMEM202-AS1
14905	AC079322.1
14906	ARIH1
14907	LINC02259
14908	AC100827.4
14909	BBS4
14910	ADPGK
14911	ADPGK-AS1
14912	NEO1
14913	NPTN
14914	CD276
14915	C15ORF59
14916	LOXL1-AS1
14917	LOXL1
14918	STOML1
14919	PML
14920	GOLGA6A
14921	ISLR2
14922	AC010931.2
14923	ISLR
14924	STRA6
14925	CCDC33
14926	AC023300.2
14927	CYP11A1
14928	SEMA7A
14929	UBL7
14930	UBL7-AS1
14931	ARID3B
14932	CLK3
14933	AC100835.2
14934	EDC3
14935	CYP1A1
14936	CSK
14937	ULK3
14938	SCAMP2
14939	MPI
14940	FAM219B
14941	COX5A
14942	RPP25
14943	SCAMP5
14944	PPCDC
14945	C15ORF39
14946	COMMD4
14947	AC068338.3
14948	NEIL1
14949	MAN2C1
14950	AC068338.2
14951	SIN3A
14952	PTPN9
14953	SNUPN
14954	IMP3
14955	AC105020.6
14956	SNX33
14957	CSPG4
14958	AC105020.1
14959	ODF3L1
14960	DNM1P35
14961	UBE2Q2
14962	FBXO22
14963	NRG4
14964	TMEM266
14965	AC091100.1
14966	ETFA
14967	ISL2
14968	SCAPER
14969	RCN2
14970	PSTPIP1
14971	TSPAN3
14972	PEAK1
14973	HMG20A
14974	AC046168.2
14975	LINGO1
14976	TBC1D2B
14977	SH2D7
14978	CIB2
14979	IDH3A
14980	ACSBG1
14981	DNAJA4
14982	WDR61
14983	AC090607.1
14984	AC090607.5
14985	CRABP1
14986	IREB2
14987	HYKK
14988	PSMA4
14989	CHRNA5
14990	ADAMTS7
14991	MORF4L1
14992	CTSH
14993	RASGRF1
14994	AC011944.1
14995	TMED3
14996	KIAA1024
14997	MTHFS
14998	AC021483.2
14999	ST20-MTHFS
15000	ST20
15001	ST20-AS1
15002	BCL2A1
15003	ZFAND6
15004	FAH
15005	CTXND1
15006	AC016705.2
15007	ARNT2
15008	ABHD17C
15009	AC023302.1
15010	CEMIP
15011	MESD
15012	AC068870.1
15013	AC068870.2
15014	TLNRD1
15015	CFAP161
15016	IL16
15017	STARD5
15018	TMC3-AS1
15019	AC104041.1
15020	AC025219.1
15021	MEX3B
15022	EFL1
15023	SAXO2
15024	GOLGA6L10
15025	GOLGA6L9
15026	RPS17
15027	AC245033.1
15028	CPEB1
15029	AP3B2
15030	AC105339.3
15031	SNHG21
15032	FSD2
15033	WHAMM
15034	HOMER2
15035	RAMMET
15036	C15ORF40
15037	BTBD1
15038	TM6SF1
15039	HDGFL3
15040	ADAMTSL3
15041	UBE2Q2L
15042	GOLGA6L4
15043	AC048382.5
15044	ZSCAN2
15045	AC048382.6
15046	WDR73
15047	NMB
15048	SEC11A
15049	ZNF592
15050	ALPK3
15051	PDE8A
15052	AKAP13
15053	AC087286.3
15054	AC021739.4
15055	AC021739.2
15056	KLHL25
15057	NTRK3
15058	MRPL46
15059	MRPS11
15060	DET1
15061	LINC01586
15062	AEN
15063	ISG20
15064	ACAN
15065	HAPLN3
15066	MFGE8
15067	AC013565.3
15068	ABHD2
15069	FANCI
15070	POLG
15071	AC124068.2
15072	MIR9-3HG
15073	TICRR
15074	KIF7
15075	PLIN1
15076	PEX11A
15077	WDR93
15078	MESP1
15079	MESP2
15080	ANPEP
15081	AP3S2
15082	C15ORF38-AP3S2
15083	ARPIN
15084	ZNF710
15085	ZNF710-AS1
15086	IDH2
15087	IDH2-DT
15088	SEMA4B
15089	CIB1
15090	GDPGP1
